,0
692,Sooraraipottru screenplay direction & acting is fablous. I think this movie going to be pride of indian cinema.
693,An inspirational movie to all a movie to be celebrate forever👍extraordinary acting from suriya and excellent direction from sudha kangora and all the technician done the best
694,Surya sir has been outperformed in this movie family oriented movie l. I hope you like this movie
695,This is really nice movie and motivation movie must watch for all 😍
696,"This is best motivational movie in our kollywood
Cinema especially it is released in covid time....
Osm acting thalaiva...😍"
697,Surya sir & aparna did a great job. Not only them other cast did well their role. Its a treat for us after lock down. Congrats to director and the entire team.
698,"Story is the backbone of the movie ,where acting of suriya helps take this movie to top level"
699,Suriya sir lived the character. Nothing to say more go and watch
700,"Is it a bio pic.. Alright but they did it also like a perfect commercial elements...
The whole cast and crew... I give 100 out of 100..brilliant work.. Absolutely gem.. Deseves national Award for direction and acting.. Suriya sir.... Lived as the character..."
701,"Suriya anna performance aparna
Gv Prakash killer bgm& music
Sudha kongara"
702,"Guys believe me its one of the best movies which not only gives you an amazing experience but also brings positivity to your life.The character inspires you with each and every scene of the movie. You don't feel that you are watching a movie, you feel as if someone recorded Gopinath's life."
703,Soorarai pottru is a good movie in 2020.Superb script and good inspirational movie.All characters in this movie well performed.I sure that it is a must watch movie
704,"Worth watching every second without getting bored 🔥 Surya as Maara and Aparna as Bommi has lived in their characters 👏🔥💞💕
Other castings are also too good performing their roles perfectly."
705,Imagination+expectation+inspiration+pain+hardwork=victory#
706,"Soorarai pottru is a very good film. an ordinary man with an extraordinary dream . As a biopic film story of Nedumaaran Rajangam, based on the real-life story of Air Deccan owner G.R. Gopinath, is an inspiring story of a man obsessed with his dreams and willing to go anywhere to make it come true."
707,Wonderful performance by the team.... Especially Surya's performance was awesome throughout the movie.... Energetic & inspirational 💥💥💥
708,"What an Awesome masterpeice by Sudha mam
She is defently potential to be one of the best directors in the world,there is no words to decribe the epic.TBH I am a talapathy fan but suriya sir has made a remarkable place in everyone's heart like mine.
The art : Soorari potru
The artist: Sudha mam and Suriya sir"
709,Good come back by Suriya sir. Soorarai potru is a kind of film which have to be watched by every one those who are feeling low in this pandemic situation. It might be a greater experience if it was released in theatres. Congratulations to the whole team!!!
710,"If there anything that is more than best, that's Suriya performance. None can escape from crying for that emotional scene around his father's death. BGM adds strength to the screenplay but songs must have been avoided which does not add value to the story"
711,"Surya's Extraordinary Acting ..Pure lit..
More inspirational
Gvp Rocking bgm
Must watchable"
712,There is no other better film than this ore suriya anna is back in this movie..... vaa thala thala vaa thala... nadippin nayagan vaalga
713,"Such a good movie, inspirational and very realistic"
714,"Few words about this movie:
Masterpiece
Amazing
Epic
Best of the decade
Make sure you watch it otherwise well your loss buddies"
715,"Don't understand how anyone would actually have the heart to say something negative about this movie. It's BEAUTIFULLY MADE. Simple, humble, honest and highly emotional. Please, WATCH IT."
716,All casting and acting was superb and music awesome then a ordinary man with an extraordinary dream. Totally movie was marvelous..........
717,Actor Suriya who played as protagonist(Nedumaaranrajangam) in this film is really a gem of indian cinema. without doubt all credits goes to captain of plane director sudha kongara mam because the way she portrayed each and every character is awesome. from title card to end no lag's and no unwanted scenes in the movie. Each and every character in the movie will play an important role even the person who comes in one scene will also be remarkable another good thing about the movie is background score music director Gv.prakash has done his job very well. There are many good things to tell about this movie but i don't know what to tell and what to leave...... just go for it Maara will satisfy your all expectations that's it.
718,Inspiring movie.. suriya acting awesome.. sudha kongara direction is good
719,Guys pls watch it.. Worth and masterpiece..the best work from entire team
720,"This fantastic Movie Suriya sir acting performance excellent and Sudha mam direction, presentation awesome and cinematography excellent, Abarna Balamurali super role performance superb , oorvasi mam acting superb and kalivenkat superb acting and Friends role also excellent and overall very excellent movie 👌 very good inspiring movie for all youngester 👍thanks for this movie to sooraraipottru team 🙏"
721,"Suriya's performance is mind blowing, movie is beautiful."
722,I'm most expected with the film and most Crying into the Some scenes not a control at Crying..
723,Very strong comeback surya sir the movie was amazing I'm your big fan I'm really satisfied this movie
724,"Awesome movie ,acting of suriya sir is very good .An inspiring story that revolutionized the aviation industry,lands as clearly packaged dramatic flick"
725,Fantastic movie I have saw since . This is one of the best performed movie for surya
726,Suberb inspiring flim and it is comeback for Surya
727,Masterpiece - Fabulous - Massive - Amazing - Stunner - Extraordinary - Mind Blowing Etc..
728,"Suriyaaaa.....Suriyaaaaaaa
Have been awestruck watching you since childhood. One of the career best perfo!! Watch out for this epic drama of a man who dreamer and achieved big!! Must watch!!!"
729,The film is over all blockbusterdurya sir s acting taking the film to next level and all other cast and crew done amazing skill of acting to the film deserves a lot of appreciation .soorarai pottru is the best Tamil movie released this year 🔥🔥🔥🔥
730,Super movie suriya sir aparana balamurali super acting amazing movie
731,"Amazing and heart touching movie
Must watch .Surya's acting level is very high .making ,cinematography is very excellent
And this the career best film for Surya sir"
732,Oh my god. What a performance.Is the most powerfull actor come back in soorarai potru
733,"Cast did an amazing job! Amazing acting, story and emotional ride on the roller coaster!Loved every scene! More movies like this please!"
734,One of the best movie saw in recent times. Suriya just nailed it!
735,"Must watch movie..
Suriya's acting is outstanding.."
736,"Audience reviews
Soorarai Pottru (2020)
Profile image
mubin m.k
Posting publicly.
Filter by
All
Review menu icon
Profile image
Arun George
3 days agoThe movie is inspirational & dramatic take loosely based on Capt.gopinaths Simply fly.Overall the entire movie is well made with interesting & sometimes over dramatic scenes which we have been fed with in large doses all along in the normal tamil movies.
The movie however is surprisingly very intere ...More
354 people found this helpful.
Review menu icon
Profile image
haritha harry
4 days agoA sparrow cannot become an eagle but my son will change that!THIS MOVIE IS A JOURNEY. Please don't miss it. Amazon Prime finally brings it home and how!Although I'm disappointed we don't get to watch this in theatres among all the crowd cheering, I'm grateful the makers of the film decided to br ...More
837 people found this helpful.
Review menu icon
Profile image
Shalbin Jacob
4 days ago#SooraraiPottru (Tamil) - 4.3/ 5.An inspiring story that revolutionized the aviation industry, lands as a cleverly packaged dramatic flick.Absolutely in awe with a never-seen-before #Suriya, truly a captivating performance by him and even the minute of expressions strike hard. And, his character ...More
604 people found this helpful.
Review menu icon
Profile image
Shri Balaji
a day agoIt's a massive hit for the entire team.Semma padam!I could see the efforts and real hardships put in by each person in the movie.Suriya has made a mind-blowing performance with every shot.And so does Bommi character.She has such a captivating look and will power as a women.She has done a great work. ...More
11 people found this helpful.
Review menu icon
Profile image
Suhas M
4 days agoSoorarai pottru - This tale is rarest of its kind, has a lot of good things to intake and inspires you!Actor Surya has literally lived the character 'Nedumaaran' and in most of the scenes his eyes talk a lot. Definitely his best performance till date!Aparna Balamurali bags an important characte ...More
262 people found this helpful.
Review menu icon
Profile image
Bharath krishna
4 days agoMan what a great movie.I felt so inspired and Surya juts nailed it..a huge come back and beecr expected return of Surya and the direction n cinematography was good.Sudha did a great job of portraying Gopinath's life in a very rugged way and the character of maara and his wife along with his parents and friends were strong and those two gentlemen who played as his friends were absolutely a great pair and surely cannot be neglected at all.The scene where Surya was cheated by,his wife,the whole world turning against him was the moment we saw surya's eyes filling up with tons of emotions such as fear,sad,lack of confidence,anger,lost, desperate and literally a man would have turned weak but the moment where he puts it all together and continues to do what he is meant to do as a tribute for his father,his village, his motherland and most importantly his passion was Incredible.Another scene that gave me goosebumps was the moment our dearest Dr.APJ Abdul Kalam sir was portrayed in the movie as a saviour,angel and guardian of faith and we all must be truly lucky to have lived in an era where that kind and generous man walked this earth spreading peace and love.Made us realize how many people were ready to push us down when we want to make a difference in the world and it's all because of money, jealousy and ego.Let our great nation dream big and have a greater vision and let all those who dreamt to be what they want to change this great for for good n be successful whether they are from a village or city or slums,poor or rich or middle class.Vande Mataram.
221 people found this helpful.
Review menu icon
Profile image
Debtanu Chakraborty
3 days agoWatched Soorarai Pottru yesterday in the early morning n am still amazed. It's one of the finest movies ever made in recent time,to be specific,the best among all the OTT releases!! the movie really deserves a thundering applause.The movie deals with the story of low cost aviation.Suriya Sir,portrayed the protagonist Nedumaaran so convincingly,he breathed n lived the character. A common man, who dreamt of making poor people fly,how his dream came true after so many impediments,the story is about that.It's a journey of a
man who never gives up even after facing hindrance time and again.The scenes in which Nedumaraan(Suriya) vented his anger and frustration is truly commendable. An out and out inspirational movie.Never felt bored,was glued to the screen.
At the end,feeling sad as it was not released in theatres. 😞😔
BUT one thing I can assure,SURIYA SIR is back after lukewarm film like NGK(though he was as usual awesome). I am a Bengalee n I never miss his film,watch using English subtitles...wating for his next... till then all hail Soorarai Pottru!!
35 people found this helpful.
Review menu icon
Profile image
Sai Pranay
3 days agoPerfect inspirational ENTREPRENEURIAL MOVIE......this movie is way better than those american movies like castaway etc...,shown in typical management institutions....That UDIPI idea 😎 is still ruling our skies....INDIGO is highest carrier ✈✈ in terms of passenger count till date...thier business ...More
35 people found this helpful.
Review menu icon
Profile image
fouz jia
12 hours agoExcellent class movie of suriya sir, phenomenal movie done by fabulous star actor suriya sir and sudha mam,suriya sir truly lived as maara in the movie with his unique versatile acting skills in swag,which really deserves national award,inspiring role play of suriya sir with mind blowing stellar realistic performance with high emotions wins the heart,the iconic movie sooraraipotru is an inspiring gift from suriya sir for generations,excellent great filim produced by Suriya sirs production banner 2d entertainment and
co producer ms.guneethmonga ,best inspiring biopic of Capt.g.r.gopinath sir by director sudha mam, best music of Mr.g.v.prakash, hats off
to Mr.Suriya, Mrs.sudha , Mr.g.v.p and
'the entire sooraraipottru team and Co stars especially ms.aparna balamurali, Mrs.urvashi, Mr.mohan babu,mr.paresh rawal,mr.kalivenkat,mr.karunas,mr.vivek,mr.krishnakumar balasubramaniyam, and Dialogue writer Mr.vijayakumar... Every one in the movie deserves more and more awards and fame, great movie sooraraipottru is a pristine gem added to the list of suriya sirs class movies such as classic varanamayiram,, kaakha kaakha,ayudhaezhuthu,,ghajini, ezhamarivu,24,nandha,silunuorukadhal,mounampesiyide, pasanga2,maatran and rakthacharitha2, eventhogh sooraraipottru is an iconic class classic film while in the same time It also keeps the mass vigour of of his own highly appreciated mass movies such as Ayan,vel, singam1,singam2, and si3 ., sooraraipottru is a marvelous unique masterpiece craft,suriya sir,sudha mam
and sooraraipottru movie really deserves national awards and international recognition , sooraraipotru is One of the topmost movie production with finest topnotch realistic acting of suriya sir by the Direction of sudha mam ever made in this decade of cinema.,sooraraipottru is a must watch movie should be include in national and international filim festivals, hope this movie will get an oscar entry, sooraraipottru character maaraa reflects the legendary versatile acting talent of suriya sir, the motivational movie sooraraipottru is a great tribute to common man based on
the inspiring story of capt.gopinath sir by another inspiring visionary Suriya sir.,we can see different shades of suriyas Maara marks a new benchmark in classic filims, sooraraiPottru maraa paves an another milestone in suriya sirs previous legendary movies roles such as maj.Suriya in cult classic National award won movie varanamayiram(tamil)/suriya s/o krishna(telugu),sanjay ramaswamis role in epic ghajini , class police officer acp.anbuchelvan ips role in classic kaakha kaakha, bodhidharma in historical epic science fiction movie ezhamarivu( selected as one among the list of filims for the submission of regional filims entry for Oscar), great classic nandha ( won state award for best actor ) nandha(tamil)/bala-surya(telugu),michael in classic political biopic ayudhaezhuthu(tamil)/yuva(telugu), sci-
-fi movie 24, mass police officer duraisingam in singam series(tamil/yamudu(telugu),ayan(tamil)/veedokade(telugu),Vel(tamil)/deva(telugu).,perfect combination of role casting of suriya sir with ms.aparana and urvasi mam seen in the movie.,sooraraipotru movie should re- release
as special shows in theaters after corona period for the Theater experience of movie lovers, sooraraipottru means hails the brave ,sooraraipottru movie verdict #huge ott blockbuster hit
Sooraraipottru (Tamil) 5/5,# dubbed in Kannada and malayalm with the same title#akasam nee haddura (Telugu)5/5.
25 people found this helpful.
Review menu icon
Profile image
Aswin Pradeep
3 days agoA must watch movie....Suriya anna has done a top notch performance in the movie. The characters around Maara are also the result of excellent writing a father whose ideals wouldn't let him be friends with his son, and a mother who struggles to broker peace between her two most favourite people in th ...More
29 people found this helpful.
Review menu icon
Profile image
Balagovind S
4 days agoSoorarai Pottru depicts the story of Maaran portrayed by Suriya who is in pursuit of launching budget airlines and his wife who owns a successful bakery business. The movie is a perfect example that shows how dreams can never die as long as you stay ambitious and work towards your goal. It depicts t ...More
33 people found this helpful.
Review menu icon
Profile image
South Sepals
2 days ago***MUST WATCH EPIC****
Surya made a perfect comeback with this .The acting beast made a comeback these type of movies a decade once wonder .Never bef"
737,"Worth to watch, very inspirational movie and every department is did a great job, especially cinematography, music, supporting actors and leading actors and finally a Director, Everything is because of truly achiever Captain Gopinath"
738,A hit from surya after long time. Love you appu baby😘😘😘
739,Wonder full movie . A great inspiration. Super act by Suriya sir
740,"Surya sir act vera level,
@CaptGopinath My brief interaction with you has only reinforced all the adulation, praise and inspiration that this biopic has been drawing around the globe, transcending from real to reel. Kudos to @Sudhakongara_of & @Suriya_offl for taking this to the world."
741,"Outstanding movie, beautifully captured every moment that can melt audience heart. Such a wonderful, fantabulous experience. Kudos to the entire team. Especially , Director Sudha Kongara & Actor Suriya, they're the backbone of the film. Everyone done they're job best, perfect cast. 👏👏👏"
742,Thank you for the team for bringing up this movie and Surya's acting is awe inspiring!
743,"Best movie ever 👌
Surya acting Vera level
I cried 2 scene after long time
Really must watchable movie don't miss"
744,"Suriya is the biggest plus of this film and the way he laughs, cries, gets frustrated, fight, and rise in the film is a treat to watch. Heaping praise on his physical transformations has become a cliche so let's not talk about it."
745,Amazing movie this is .. and it deserves national awards
746,"No doubt it's really good
Making direction casting visuals etc"
747,Must watch movie..suriya on his top notch performance
748,Excellent.... what an feel... Awesome performance by suriya
749,"This is film is one of the best film in indian Cinema. Suriya's Acting is beast mode. Those crying scenes are just lit & Definitely Tears in audience eyes. Suriya sir shows the different phase of acting. He is a one of the best actor in indian cinema. Dialogues are superb. Abarna mam is done very well. The chemistry between Suriya & Abarna is wow. Urvashi mam just what a Acting. Kaalivenkat ,Karunas, Vivek prasana , mohanbabu ,Paresh , Maara's another friend & Maara's father all are done very well . GVP music is Connected to story very well. Director Sudha mam is inspiring. What a direction. Truly Inspiring Story."
750,Must watch this movie. It is worth for ur time. Very inspirational movie all time. Thank you entire cast and crew
751,It's a musssstttt watch movie. Best of surya👉🏻 soorarai pottru
752,"Must watch this movie.Awesome Entertainment from this film.
nd No words......"
753,The best movie i ever seen in my life. Motivation. Everything
754,Sudha mam's excellent work..... Suriya's brilliant acting..... A must watch movie
755,Even though there are some downslides like the vfx but the screenplay covers everything and made this film a masterpiece. Literally had 5-10 goosebumps when watching this film. Vera level paaa.
756,Movie is good.The story revolves around the Founder of Deccan Airlines.The acting of Suriya is simply superb and the direction is excellent....
757,'SimplyFly' a biopic book written by capt. Gopinath is an inspiration of this movie. The story is all about a man who fulfilled his dream of launching a low cost airlines by overcoming all the odds and difficulties and had never ever giving up.Hats off to the Hero and the Director for making such an inspirational life story of Capt. Gopinath founder of Air Deccan Airlines.A must watch for everyone.
758,"Best inspirational movie of 2020, best acting from every cast.
Don't miss this movie, it has released in 4 South Indian languages you can watch it with English Subtitles if you don't understand."
759,"Simply a masterpiece from sudha mam
Wow what a performance from suriya...he lived as Maara..and good acting from female lead abarna & all actors done their best...Blockbuster movie"
760,"One of the awesome movie and this is currently my favourite movie . The acting was brilliant, hats off to the great actor Suriya . Awesome movie 😌"
761,".The above statement may seem exaggerated, but the film is structured like a flight. We hear the engine sound in the title card and the swift departure takes away our breath. We are introduced to Sundari played by Aparna Balamurali on a train to meet Nedumaaran Rajangam. The character seemed to be a rebel in the beginning, but later we find him to be a calm person who bursts off when suppressed downright. The characters are given to actors who know their job very well. Urvasi, Aparna, Maaran's friends deliver a great performance on screen. Paresh Rawal, Achyut Kumar delivers an antagonist role very well. Special mention is needed for 'Poo' Ram who plays Maaran's father. Karunas gives some pleasant jokes in the film. Meanwhile, Nedumaaran Rajangam played by Suriya will stay in the hearts for a long haul. This will stay as one of Suriya's career-best performance among Nandha and Pitamagan. Sudha Kongara's screenplay and direction, steer the film. One can argue that she alone holds the complete film on her shoulders. GV Prakash Kumar's music is highly enjoyable and sticks to the mood. The cinematography and the overall color tone are just splendid. I personally wished the climactic sequences were a bit more lengthy since it would have helped get Sudha Kongara her a standing ovation like how she got in Iruthisuttru. Well, that need not be considered as a flaw but I felt the film ended soon. Overall Soorarai Pottru is the one such film that never makes you take your eye off the screen. It makes your eyes wet at times but the journey or I might say flight is smooth and enjoyable.Even though it has predictable scenes the screenplay makes us yearn to know what happens next. That's where the magic happens."
762,Hats off to director and Suriya ( hero ) who brings the originality of the real life character. He made us cry
763,"What aaaa movie, great direction, perfect casting.two three scene are very emotional ."
764,Much watch filim what a performance by surya. Actors doing wonderful job. The director hands off
765,Gajini blockbuster movie next movie in Soorarai pottru
766,"The movie has a whole is awesome , from acting to plot holes everything is well balanced. A stellar job by the director, the team and Suriya. One of the greatest biopic I have seen. Captured the emotions perfectly"
767,"It's an wonderful movie, worth watching.
This movi gives key to success and my heartfelt gratitude to D.R.Gopinath sir and his wonderful vision to provide low cast flight to the poor Indians. Movi is amazingly made.
Thankyou."
768,"I have to wait 12 years for a inspiring film from Suriya after Vaaranam aayiram. I have to Thank Sudha kongara mam for that. I saw only Maara not Suriya and he lived as Maara. I can't remember when was the last the time I cried for a movie. In Soorarai pottru, whenever Maara cries you can't control your tears. Aparna balamurali as Bommi, bold supporting wife, every Man with a dream longing for. Chemistry between them is so natural and beautiful. Nikketh and G.V as pillars for the movie. Art work at its best and can't imagine how they recreate and created the world of Maara. This movie definitely motivates person who wants to be entrepreneur. Eventually, for Two things I respect this movie : 1) Suriya - dreams as Maara, Struggled as Maara and won as Maara 2) Mutual respect between Maara and Bommi and their passion towards their dreams."
769,Omg watch this movie at least one time it will make u watch multiple times
770,"Awesome Movie, Really MotivatingSuriya's Acting was top notch"
771,"Must watch the film. Emotional scenes😭
Superb Casts.and sudha kongara Mam proud of u💞"
772,This the movie inspire you to next level its great movie
773,"The arc of a man on a mission is bumpy but the love story is flat-out fabulous. As is suriya does intensity, rage, desperation and vulnerability with such conviction. Everything about this movie is worth acknowledging!"
774,"Sooraraipottru is just a masterpiece created by sudhakongara.The movie is still remains in my heart and Suriya sir you are such a powerhouse of acting you truly deserves a national award for this . Climax, airport scene,hotel scene, flight scene etc.. was such a way to watch. Really made me cry all actors were wonderful urvashi mam Aparna all. The best film of the decade And GV Prakash you are such a soul to this movie that climax song
Sudhakongara more power to you"
775,"You can feel the emotion of every actor. Songs were not required at all I felt. Movie was was so strong, didn't need any thing other than the story itself."
776,"Surya's career best performance , Great comeback surya"
777,Suriya will win this year national award for sure.. he performed that much in this movie.. soorarai pottru one of his best performance
778,"Excellent movie!!👌
Tight screenplay
Surya's powerful eyes"
779,Very good one a inspirational story where all youngsters should watch and learn to achieve in life
780,"Arguably suriya's career best. Direction, cinematography, use of colors, music and acting everything was so so good. Inspiring, sad and soaring at the same time. And i want bollywood to know that this is how a biopic is made.
A note for non-tamil audience (cause i was one) If you cross the 2 cm long barrier of subtitles, then you will discover many beautiful stories. This is one of them."
781,Suriya is one of the best actor in india.. he had shown whatever the movie needed.. his character is amazing in the movie.. truly dedicational.. he will surely win this year's national award
782,"Best movie ever
Suriya has always been really good to shine at his acting. Really enjoyed this movie."
783,"SooraraiPottru is a MUST watch movie!! Dude what an inspiring story..! SURIYA you killed it as Maara & i love maara more.., Very Emotional & Pure Goosebumps film"
784,"Awe inspiring performance from Suriya, he nailed all the expressions and great performance by all the supporting actress, GVP's music is terrific! Kudos to Sudha for making this, wish it had released in theatres , it would've been real fireworks 🔥"
785,"You won surya.You won surya as actor,producer and human being"
786,"Great movie!
Don't look into his eyes, so powerful and intense!
He will emote all the situation through his eyes.
Suriya is One of the best actor in the world."
787,"Surya veralevel acting
Movie veralevel
Come backsurya"
788,After long time I am satisfied with the one movie is Soorarai Pottru.......
789,Common man with extraordinary dream.. as APJ said dream High one day you will succeed. It is motivational movie which will will bring different emotions on you.
790,The film is a complete inspiration package. Never miss out the versatile actors' most versatile performance . Never let you down for a single moment. Soorarai Pottru drives us through various emotions and and makes us smile at the end.
791,Best film of 2020. Masterpiece .. acting 💯 director 💯 verithanam 🎉 what a actor he is 🔥🔥king of acting.mass...semma movie..must watch
792,Suriya and abi acting is very realistic.One of best movie of suriya.Story is very enthusiastic and impressive
793,You will get inspired by the movie and cp gopinath book simply fly and that movie contains some bad words without beep
794,"Excellent performance by all the actors
I loved it must watch the flim"
795,Blockbuster movie and must watch movie.Surya sir acting is strength to the movie and specially emotional(airport scene ) scenes are woww just awesome. And other actors are very well in this movie. Pls do watch this movie don't miss this.
796,Excellent team work surya sir acting no words... outstanding performance
797,Soorarai Pottru movie vara level surya Anna💪💪💪💪
798,"Must watch movie
Excellent acting
He deserves a national award for his acting"
799,"Must watch. Best of Suriya Sir and Kollywood.
A class movie with all characters done well"
800,"Surya sir back with a bang. This is an example when a complete actor gets an content oriented film. Direction, songs, bgm, cinematography everything is top notch."
801,"Surya has outplayed himself yet once again. A perfect justice done to ""Simply Fly"" and a beautiful picturization. It's a must watch and a full rating to the movie."
802,This is just Excellent inspiration .... Director don the job very nicely ... All actors give their 110% to this movie .... Especially Suriya ... Director brilliantly used the actor in Suriya ...
803,"Excellent movie must watch.
This film is inspiration for all"
804,Don't miss it! Worth watching it twice. Definitely one of my favorite films in my library
805,Very good movie and Surya's best perfomance. Must watch
806,"Surya, his eyes emoting every single emotion straight to our heart , a perfect cast and crew
Great work sudha kongara!!!Simply awestruck and addicted to the movie essence"
807,"Just watch the movie.
This movie should be felt by everyone.
No words can describe this movie."
808,"All the very best whole team!
Akasham nee haddura 👍
This my best movie forever
Keep inspire india🌍"
809,Inspirational movie. You get connect with character.
810,"Annan is back 🔥🔥🔥
Really inspirational and high voltage movie... thanks to 2D entertainment and also thankful to sudha mam for this extreme treat.. naama jayichitom maaraa.. luv u annaaaa
We all with uuuuu"
811,"Suriya had made justice to the role.
Hats off Sir. Great come back."
812,This is the one of the best movie i have ever seen in suryas movie
813,Outstanding perfomence and making. Suriya nailed it as Maaran. Not only him every one in this movie delivers class acting. Hats off Sudha kongara for making such a cult and GV for such soothing music.
814,"Splendid performance by Suriya, definitely worth multiple awards.Each and every character was perfect .strong visuals and gv's music is a huge backbone.
Not a single are of blemish."
815,Great performances from Suriya and actress ..story is gripping and makes u emotional at times...u get goose bumps in few scenes ...great work by everyone acted..good direction. Very very inspiring..a must watch..highly recommended.
816,"What a Movie Suriya sirs perfomense extream level🔥 Aparna&other actors&actresses wonderful perfomence. I predict the movie like a Normal biopic but my prediction is wrong it was one of the best biopic movie in indian cinema History Sudha mams direction&Suriya sirs perfomance is the main reason of its success, Gv prakash kumar is fundastic music director his bgm's&Songs are awesome. Thank you to all the Sooraraipottru entire team For giving a better experience and inspiration e"
817,No words... Mist watch.There is not in actor Surya.. we can sree only ...Great come back nadippin nayakan....
818,"Very creative story about the movie characters are perfect especially Suriya's acting
Casting members are perfectly aware"
819,"Suriya anna acting vera level 💥💥😍
This movie got a national award
Inspired movie for all youngstars
Alll characters was a very strong role"
820,"One of the best movies from Suriya. When you watch this movie, you cannot say that this is movie cause it is full of logic. His acting was phenomenal.(the airport scene)."
821,Nicely written. Loved Surya's wife character. She had done very good job. Also the supporting actors.
822,Fabulous movie... No words to say. Suriya nailed it.
823,"Best inspiration movie, if someone is down please watch and charge urself...Great teamwork guys...career best performance by Suriya, Aparna, kali venkat, karunas, urvashi madam and overall all cast and crew given the best...Sudha you nailed it 👏 👌 🙌Overall 10/10"
824,Excellent movie with lot of emotions.... suriya sir's one of the best movie...... superb acting......... aparna balalamurali also done her parts excellent.....
825,"Great performance by all characters.
Great Direction"
826,Must watch movie/ suriya Anna acting Vera level🔥 ott blockbuster movie
827,Splendid movie. A must watch movie with engaging plot. Truly a motivational movie
828,The film which is based on a true story event has really done a justice in its narration. Needleass to say Suriya did a fantastic performance in acting and will be his one of the milestone. Aparna Balamurali who is an emerging actress can count this film as her golden stepping stone and showcased a strong character. The film is a touching story and is a 'Must Watch' for all the Indians to understand the hardwork behind success and to gain inspiration in life.
829,"Extra ordinary acting and wonderful movie, everyone will motivated themselves after watching this filim because that is the magical game built by sudha kongaraand suriya sir, mindblowing imotions, simply say awsome"
830,Surya's career Best Acting... fantastic performance. Sudha madam direction no words to say.. especially GV Prakash BGMs and songs backbone of this epic film. Congrats to all soorarai Pottru team.💐
831,What a movie....Just amazing.......I am Very much happy with entire cast performance.....and The direction is top notch..Finally A comeback to Suriya..with ultimate blockbuster
832,"The GEM of the Indian cinema!
A well deserved film to be experienced in theatres !"
833,"One of the best film ever made in Indian film industry!😍
Hats off to the team!👏🔥"
834,Suriyas one of the best carrier best movie with different story line.
835,Exactly.. it's a great movie.. hats off Surya sir..the airport scene is very emotional. and heart touching... the movie shows women empowerment.. i liked it..And special mention urvashi Ma'am. your acting is fabulous... Aparna Bala murali..made her separate position.. in her career.. the role she played i liked so much... And hatsoff Director Sudha..for this inspirational great movie...
836,"In one word to say movie is EPIC, Surya acting is super and good director congrats to whole crew."
837,Enjoyable movie..actor surya good performance. director hard work good to watch movie upto climax..climax mass dialogue
838,"*Soorarai Pottru*(Meaning : Praise the brave)
Movie is based on true life of G. R. Gopinath and the content for the movie is subsidized form his book Simply Fly.The background music by GV.Prakash is top notch. surya/Aparna Balamurali/Urvashi /Paresh Rawal perfomes is commendable. Defiantly we should appreciate the director Sudha Kongara for her choice of the subject and choosing wonderful star cast Screen play from Shalini Ushadevi is very good.Truly inspirational"
839,A good movie not be missed.. Never lose hope.. it doesnt matter how educated u are but using ur brains practically at the right time matters..
840,This film will motivate you to stand up after failure
841,"Big kudos to the director & team 👏
Inspired story 👌
Surya nail it to the core🙏
He lived every frame👌👌👌
BGM & Dialog awesome 👏"
842,"Words are not enough to describe the movie's screenplay, story and whatever it takes to make a movie. Hats off to each one of them for such an awesome movie.."
843,"Everyone should watch this movie .Don't see any reviews, just watch and feel your own. 99.9% you will like it"
844,"Fictionalize biopic yet gave you all the push and pull we want in out life. It thought us a lot in the movie. The ML deserve an Oscar. The supporting cast all were nothing but perfection. Direction was on point. Drama, yes. But this drama is a good drama."
845,Worth watching.it gives a different experience.concept/story is good.acting is also good.never bored me till the end
846,Excellent details in the movie and bommi is an excellent women character.
847,"We can't actually see purest gems in film industry and yet director Sudha Kongara made us feel like there are still some gems and the smiths in the film industry who can make a truly appreciable product. Man I've been jumping inside after watching Suryia's comeback in this movie. These are the type of movies which deserves 10 out of 10 rating. Finally, one word this is the best thing happened in 2020 especially in South Indian film industry on Amazon Prime."
848,"Comeback of surya , brilliant acting from surya sir , super film , hands off you Sudha k"
849,Best movie in 2020. A must watch movie..I felt so inspired and Surya sir nailed it..a huge come back and expected return of Surya and the direction n cinematography was good.
850,"A good comeback for suriya in lockdown and we need more female leadrole characters like sundari, both did their role in perfect and stunning manner"
851,Awesome.... Soorarai pottru the most inspired movie....
852,There's nothing to tell about this movie. Just watch and enjoy. Otherwise it'll be a major miss!
853,"This movie is a true representation of an underdog character, this movie give a complete feeling of sad, happy love and victory.
I highly recommend this movie"
854,Super movie i love it this movie is based on never ever give up
855,"Top class act by surya 😍👌
10/9.5 😍👌
Worth to watch 😍"
856,"What a movie this is the best film i ever see
And the actor surya is unbelievable expression aa beautiful movie"
857,"Awesome Movie in Suriya Sir Career.
Major Missing in theatre😢.No words to talk about Suriya Sir acting.we are waiting for Oscar award for suriya sir, and national award for Soorarai Pottru."
858,Awesome story and extraordinary acting by suriya and edge of seat movie and worth watching movies and it is one of the best movie released in the 2020
859,"The flight man's story does not take off like flight, instead propels like rocket from the very first shot. Congrats Sudha Kongara. Everybody including kids should watch this inspirational movie. Hats off to all actors and technicians."
860,"Hats off to you Kudos.
Thank you for this great movie."
861,"Soulful delivery by Suria and every other cast. Experience it yourself to see. Very informative storyline, an eye opener for the history of low cost aviation. Inch by inch precision by the director. A Magnum Opus indeed by Sudha. Not to forget GV Prakash scored extremely well to suit every situation and delivering the right note, so soothing to the ears and soul."
